region,year,scenario,weather_year,annual_demand_mwh
p1,2020,IRA_low,2007,57526059.96
p1,2020,IRA_low,2008,57523428.83
p1,2020,IRA_low,2009,57523209.49
p1,2020,IRA_low,2010,57530675.75
p1,2020,IRA_low,2011,57519250.76
p1,2020,IRA_low,2012,57526465.93
p1,2020,IRA_low,2013,57523148.88
p1,2021,IRA_low,2007,46526283.0
p1,2021,IRA_low,2008,46526263.0
p1,2021,IRA_low,2009,46526211.0
p1,2021,IRA_low,2010,46526249.0
p1,2021,IRA_low,2011,46526252.0
p1,2021,IRA_low,2012,46526249.0
p1,2021,IRA_low,2013,46526265.0
p1,2022,IRA_low,2007,47922770.0
p1,2022,IRA_low,2008,47922716.0
p1,2022,IRA_low,2009,47922762.0
p1,2022,IRA_low,2010,47922766.0
p1,2022,IRA_low,2011,47922734.0
p1,2022,IRA_low,2012,47922760.0
p1,2022,IRA_low,2013,47922766.0
p1,2023,IRA_low,2007,47245175.0
p1,2023,IRA_low,2008,47245185.0
p1,2023,IRA_low,2009,47245186.0
p1,2023,IRA_low,2010,47245193.0
p1,2023,IRA_low,2011,47245197.0
p1,2023,IRA_low,2012,47245137.0
p1,2023,IRA_low,2013,47245163.0
p1,2024,IRA_low,2007,47596633.0
p1,2024,IRA_low,2008,47596647.0
p1,2024,IRA_low,2009,47596640.0
p1,2024,IRA_low,2010,47596678.0
p1,2024,IRA_low,2011,47596587.0
p1,2024,IRA_low,2012,47596694.0
p1,2024,IRA_low,2013,47596649.0
p1,2025,IRA_low,2007,48775330.0
p1,2025,IRA_low,2008,48779698.0
p1,2025,IRA_low,2009,48782696.0
p1,2025,IRA_low,2010,48766256.0
p1,2025,IRA_low,2011,48777799.0
p1,2025,IRA_low,2012,48773689.0
p1,2025,IRA_low,2013,48778611.0
p1,2026,IRA_low,2007,50207593.0
p1,2026,IRA_low,2008,50218773.0
p1,2026,IRA_low,2009,50221336.0
p1,2026,IRA_low,2010,50189100.0
p1,2026,IRA_low,2011,50215737.0
p1,2026,IRA_low,2012,50203600.0
p1,2026,IRA_low,2013,50211067.0
p1,2027,IRA_low,2007,51639786.0
p1,2027,IRA_low,2008,51657785.0
p1,2027,IRA_low,2009,51660074.0
p1,2027,IRA_low,2010,51612065.0
p1,2027,IRA_low,2011,51653862.0
p1,2027,IRA_low,2012,51633403.0
p1,2027,IRA_low,2013,51643761.0
p1,2028,IRA_low,2007,53072103.0
p1,2028,IRA_low,2008,53096911.0
p1,2028,IRA_low,2009,53098721.0
p1,2028,IRA_low,2010,53034960.0
p1,2028,IRA_low,2011,53091867.0
p1,2028,IRA_low,2012,53063347.0
p1,2028,IRA_low,2013,53076248.0
p1,2029,IRA_low,2007,54504405.0
p1,2029,IRA_low,2008,54535983.0
p1,2029,IRA_low,2009,54537408.0
p1,2029,IRA_low,2010,54457782.0
p1,2029,IRA_low,2011,54529930.0
p1,2029,IRA_low,2012,54493178.0
p1,2029,IRA_low,2013,54508823.0
p1,2030,IRA_low,2007,55936718.0
p1,2030,IRA_low,2008,55974948.0
p1,2030,IRA_low,2009,55976004.0
p1,2030,IRA_low,2010,55880823.0
p1,2030,IRA_low,2011,55967996.0
p1,2030,IRA_low,2012,55923100.0
p1,2030,IRA_low,2013,55941427.0
p1,2031,IRA_low,2007,57374803.0
p1,2031,IRA_low,2008,57422068.0
p1,2031,IRA_low,2009,57421680.0
p1,2031,IRA_low,2010,57308393.0
p1,2031,IRA_low,2011,57413990.0
p1,2031,IRA_low,2012,57357490.0
p1,2031,IRA_low,2013,57379329.0
p1,2032,IRA_low,2007,58812877.0
p1,2032,IRA_low,2008,58869142.0
p1,2032,IRA_low,2009,58867301.0
p1,2032,IRA_low,2010,58736114.0
p1,2032,IRA_low,2011,58860064.0
p1,2032,IRA_low,2012,58792068.0
p1,2032,IRA_low,2013,58817345.0
p1,2033,IRA_low,2007,60250912.0
p1,2033,IRA_low,2008,60316222.0
p1,2033,IRA_low,2009,60312934.0
p1,2033,IRA_low,2010,60163665.0
p1,2033,IRA_low,2011,60306049.0
p1,2033,IRA_low,2012,60226638.0
p1,2033,IRA_low,2013,60255271.0
p1,2034,IRA_low,2007,61688956.0
p1,2034,IRA_low,2008,61763333.0
p1,2034,IRA_low,2009,61758490.0
p1,2034,IRA_low,2010,61591315.0
p1,2034,IRA_low,2011,61752090.0
p1,2034,IRA_low,2012,61661135.0
p1,2034,IRA_low,2013,61693065.0
p1,2035,IRA_low,2007,63127082.0
p1,2035,IRA_low,2008,63210394.0
p1,2035,IRA_low,2009,63204203.0
p1,2035,IRA_low,2010,63018875.0
p1,2035,IRA_low,2011,63198104.0
p1,2035,IRA_low,2012,63095732.0
p1,2035,IRA_low,2013,63131014.0
p1,2036,IRA_low,2007,64404005.0
p1,2036,IRA_low,2008,64494561.0
p1,2036,IRA_low,2009,64487888.0
p1,2036,IRA_low,2010,64286323.0
p1,2036,IRA_low,2011,64481053.0
p1,2036,IRA_low,2012,64369355.0
p1,2036,IRA_low,2013,64408278.0
p1,2037,IRA_low,2007,65680897.0
p1,2037,IRA_low,2008,65778848.0
p1,2037,IRA_low,2009,65771601.0
p1,2037,IRA_low,2010,65553680.0
p1,2037,IRA_low,2011,65764189.0
p1,2037,IRA_low,2012,65642931.0
p1,2037,IRA_low,2013,65685473.0
p1,2038,IRA_low,2007,66957812.0
p1,2038,IRA_low,2008,67062982.0
p1,2038,IRA_low,2009,67055267.0
p1,2038,IRA_low,2010,66820989.0
p1,2038,IRA_low,2011,67047013.0
p1,2038,IRA_low,2012,66916515.0
p1,2038,IRA_low,2013,66962708.0
p1,2039,IRA_low,2007,68234725.0
p1,2039,IRA_low,2008,68347176.0
p1,2039,IRA_low,2009,68338905.0
p1,2039,IRA_low,2010,68088303.0
p1,2039,IRA_low,2011,68329941.0
p1,2039,IRA_low,2012,68190045.0
p1,2039,IRA_low,2013,68240026.0
p1,2040,IRA_low,2007,69511649.0
p1,2040,IRA_low,2008,69631457.0
p1,2040,IRA_low,2009,69622651.0
p1,2040,IRA_low,2010,69355730.0
p1,2040,IRA_low,2011,69612948.0
p1,2040,IRA_low,2012,69463558.0
p1,2040,IRA_low,2013,69517348.0
p1,2041,IRA_low,2007,70623633.0
p1,2041,IRA_low,2008,70746875.0
p1,2041,IRA_low,2009,70738459.0
p1,2041,IRA_low,2010,70462939.0
p1,2041,IRA_low,2011,70727525.0
p1,2041,IRA_low,2012,70573716.0
p1,2041,IRA_low,2013,70630273.0
p1,2042,IRA_low,2007,71735615.0
p1,2042,IRA_low,2008,71862415.0
p1,2042,IRA_low,2009,71854274.0
p1,2042,IRA_low,2010,71570172.0
p1,2042,IRA_low,2011,71842106.0
p1,2042,IRA_low,2012,71683711.0
p1,2042,IRA_low,2013,71743222.0
p1,2043,IRA_low,2007,72847691.0
p1,2043,IRA_low,2008,72977962.0
p1,2043,IRA_low,2009,72969992.0
p1,2043,IRA_low,2010,72677361.0
p1,2043,IRA_low,2011,72956660.0
p1,2043,IRA_low,2012,72793840.0
p1,2043,IRA_low,2013,72856121.0
p1,2044,IRA_low,2007,73959849.0
p1,2044,IRA_low,2008,74093453.0
p1,2044,IRA_low,2009,74085847.0
p1,2044,IRA_low,2010,73784620.0
p1,2044,IRA_low,2011,74071249.0
p1,2044,IRA_low,2012,73903876.0
p1,2044,IRA_low,2013,73969078.0
p1,2045,IRA_low,2007,75071871.0
p1,2045,IRA_low,2008,75208878.0
p1,2045,IRA_low,2009,75201641.0
p1,2045,IRA_low,2010,74891875.0
p1,2045,IRA_low,2011,75185826.0
p1,2045,IRA_low,2012,75013906.0
p1,2045,IRA_low,2013,75082052.0
p1,2046,IRA_low,2007,76048561.0
p1,2046,IRA_low,2008,76187446.0
p1,2046,IRA_low,2009,76181991.0
p1,2046,IRA_low,2010,75864332.0
p1,2046,IRA_low,2011,76163382.0
p1,2046,IRA_low,2012,75989325.0
p1,2046,IRA_low,2013,76060484.0
p1,2047,IRA_low,2007,77025239.0
p1,2047,IRA_low,2008,77165915.0
p1,2047,IRA_low,2009,77162417.0
p1,2047,IRA_low,2010,76836819.0
p1,2047,IRA_low,2011,77140912.0
p1,2047,IRA_low,2012,76964737.0
p1,2047,IRA_low,2013,77038940.0
p1,2048,IRA_low,2007,78002089.0
p1,2048,IRA_low,2008,78144414.0
p1,2048,IRA_low,2009,78142746.0
p1,2048,IRA_low,2010,77809359.0
p1,2048,IRA_low,2011,78118395.0
p1,2048,IRA_low,2012,77940098.0
p1,2048,IRA_low,2013,78017415.0
p1,2049,IRA_low,2007,78978742.0
p1,2049,IRA_low,2008,79122892.0
p1,2049,IRA_low,2009,79123166.0
p1,2049,IRA_low,2010,78781828.0
p1,2049,IRA_low,2011,79095915.0
p1,2049,IRA_low,2012,78915391.0
p1,2049,IRA_low,2013,78995874.0
p1,2050,IRA_low,2007,79955490.0
p1,2050,IRA_low,2008,80101347.0
p1,2050,IRA_low,2009,80103571.0
p1,2050,IRA_low,2010,79754340.0
p1,2050,IRA_low,2011,80073489.0
p1,2050,IRA_low,2012,79890894.0
p1,2050,IRA_low,2013,79974334.0
p10,2020,IRA_low,2007,150774016.93
p10,2020,IRA_low,2008,150770731.37
p10,2020,IRA_low,2009,150773023.59
p10,2020,IRA_low,2010,150777813.13
p10,2020,IRA_low,2011,150766583.0
p10,2020,IRA_low,2012,150773059.85
p10,2020,IRA_low,2013,150771503.04
p10,2021,IRA_low,2007,135317335.0
p10,2021,IRA_low,2008,135317359.0
p10,2021,IRA_low,2009,135317392.0
p10,2021,IRA_low,2010,135317281.0
p10,2021,IRA_low,2011,135317293.0
p10,2021,IRA_low,2012,135317372.0
p10,2021,IRA_low,2013,135317320.0
p10,2022,IRA_low,2007,139348382.0
p10,2022,IRA_low,2008,139348321.0
p10,2022,IRA_low,2009,139348335.0
p10,2022,IRA_low,2010,139348353.0
p10,2022,IRA_low,2011,139348319.0
p10,2022,IRA_low,2012,139348375.0
p10,2022,IRA_low,2013,139348441.0
p10,2023,IRA_low,2007,134802453.0
p10,2023,IRA_low,2008,134802500.0
p10,2023,IRA_low,2009,134802425.0
p10,2023,IRA_low,2010,134802457.0
p10,2023,IRA_low,2011,134802473.0
p10,2023,IRA_low,2012,134802452.0
p10,2023,IRA_low,2013,134802487.0
p10,2024,IRA_low,2007,138342863.0
p10,2024,IRA_low,2008,138342884.0
p10,2024,IRA_low,2009,138342831.0
p10,2024,IRA_low,2010,138342812.0
p10,2024,IRA_low,2011,138342828.0
p10,2024,IRA_low,2012,138342838.0
p10,2024,IRA_low,2013,138342871.0
p10,2025,IRA_low,2007,141583514.0
p10,2025,IRA_low,2008,141601626.0
p10,2025,IRA_low,2009,141588215.0
p10,2025,IRA_low,2010,141568430.0
p10,2025,IRA_low,2011,141602446.0
p10,2025,IRA_low,2012,141576050.0
p10,2025,IRA_low,2013,141590825.0
p10,2026,IRA_low,2007,147258232.0
p10,2026,IRA_low,2008,147288292.0
p10,2026,IRA_low,2009,147264320.0
p10,2026,IRA_low,2010,147227515.0
p10,2026,IRA_low,2011,147325304.0
p10,2026,IRA_low,2012,147227409.0
p10,2026,IRA_low,2013,147270512.0
p10,2027,IRA_low,2007,152932719.0
p10,2027,IRA_low,2008,152975035.0
p10,2027,IRA_low,2009,152940461.0
p10,2027,IRA_low,2010,152886588.0
p10,2027,IRA_low,2011,153048223.0
p10,2027,IRA_low,2012,152878779.0
p10,2027,IRA_low,2013,152950188.0
p10,2028,IRA_low,2007,158607286.0
p10,2028,IRA_low,2008,158661706.0
p10,2028,IRA_low,2009,158616585.0
p10,2028,IRA_low,2010,158545734.0
p10,2028,IRA_low,2011,158771162.0
p10,2028,IRA_low,2012,158530112.0
p10,2028,IRA_low,2013,158629762.0
p10,2029,IRA_low,2007,164281903.0
p10,2029,IRA_low,2008,164348551.0
p10,2029,IRA_low,2009,164292692.0
p10,2029,IRA_low,2010,164204701.0
p10,2029,IRA_low,2011,164494074.0
p10,2029,IRA_low,2012,164181527.0
p10,2029,IRA_low,2013,164309552.0
p10,2030,IRA_low,2007,169956454.0
p10,2030,IRA_low,2008,170035203.0
p10,2030,IRA_low,2009,169968883.0
p10,2030,IRA_low,2010,169863836.0
p10,2030,IRA_low,2011,170216969.0
p10,2030,IRA_low,2012,169832889.0
p10,2030,IRA_low,2013,169989220.0
p10,2031,IRA_low,2007,176890626.0
p10,2031,IRA_low,2008,176979623.0
p10,2031,IRA_low,2009,176903076.0
p10,2031,IRA_low,2010,176780847.0
p10,2031,IRA_low,2011,177193528.0
p10,2031,IRA_low,2012,176743621.0
p10,2031,IRA_low,2013,176925708.0
p10,2032,IRA_low,2007,183824893.0
p10,2032,IRA_low,2008,183924062.0
p10,2032,IRA_low,2009,183837294.0
p10,2032,IRA_low,2010,183697715.0
p10,2032,IRA_low,2011,184170088.0
p10,2032,IRA_low,2012,183654511.0
p10,2032,IRA_low,2013,183862174.0
p10,2033,IRA_low,2007,190759169.0
p10,2033,IRA_low,2008,190868575.0
p10,2033,IRA_low,2009,190771624.0
p10,2033,IRA_low,2010,190614729.0
p10,2033,IRA_low,2011,191146640.0
p10,2033,IRA_low,2012,190565247.0
p10,2033,IRA_low,2013,190798584.0
p10,2034,IRA_low,2007,197693338.0
p10,2034,IRA_low,2008,197812996.0
p10,2034,IRA_low,2009,197705889.0
p10,2034,IRA_low,2010,197531617.0
p10,2034,IRA_low,2011,198123218.0
p10,2034,IRA_low,2012,197476061.0
p10,2034,IRA_low,2013,197735031.0
p10,2035,IRA_low,2007,204627612.0
p10,2035,IRA_low,2008,204757439.0
p10,2035,IRA_low,2009,204640069.0
p10,2035,IRA_low,2010,204448602.0
p10,2035,IRA_low,2011,205099815.0
p10,2035,IRA_low,2012,204386811.0
p10,2035,IRA_low,2013,204671342.0
p10,2036,IRA_low,2007,211144227.0
p10,2036,IRA_low,2008,211282424.0
p10,2036,IRA_low,2009,211157070.0
p10,2036,IRA_low,2010,210955731.0
p10,2036,IRA_low,2011,211648517.0
p10,2036,IRA_low,2012,210883510.0
p10,2036,IRA_low,2013,211187348.0
p10,2037,IRA_low,2007,217660869.0
p10,2037,IRA_low,2008,217807500.0
p10,2037,IRA_low,2009,217673881.0
p10,2037,IRA_low,2010,217462886.0
p10,2037,IRA_low,2011,218197291.0
p10,2037,IRA_low,2012,217380241.0
p10,2037,IRA_low,2013,217703249.0
p10,2038,IRA_low,2007,224177443.0
p10,2038,IRA_low,2008,224332448.0
p10,2038,IRA_low,2009,224190793.0
p10,2038,IRA_low,2010,223969924.0
p10,2038,IRA_low,2011,224746083.0
p10,2038,IRA_low,2012,223877000.0
p10,2038,IRA_low,2013,224219225.0
p10,2039,IRA_low,2007,230694085.0
p10,2039,IRA_low,2008,230857415.0
p10,2039,IRA_low,2009,230707784.0
p10,2039,IRA_low,2010,230477034.0
p10,2039,IRA_low,2011,231294885.0
p10,2039,IRA_low,2012,230373707.0
p10,2039,IRA_low,2013,230735203.0
p10,2040,IRA_low,2007,237210606.0
p10,2040,IRA_low,2008,237382476.0
p10,2040,IRA_low,2009,237224672.0
p10,2040,IRA_low,2010,236984088.0
p10,2040,IRA_low,2011,237843638.0
p10,2040,IRA_low,2012,236870325.0
p10,2040,IRA_low,2013,237251190.0
p10,2041,IRA_low,2007,242420238.0
p10,2041,IRA_low,2008,242598567.0
p10,2041,IRA_low,2009,242435575.0
p10,2041,IRA_low,2010,242188887.0
p10,2041,IRA_low,2011,243066534.0
p10,2041,IRA_low,2012,242070011.0
p10,2041,IRA_low,2013,242459817.0
p10,2042,IRA_low,2007,247629719.0
p10,2042,IRA_low,2008,247814753.0
p10,2042,IRA_low,2009,247646413.0
p10,2042,IRA_low,2010,247393830.0
p10,2042,IRA_low,2011,248289538.0
p10,2042,IRA_low,2012,247269493.0
p10,2042,IRA_low,2013,247668489.0
p10,2043,IRA_low,2007,252839277.0
p10,2043,IRA_low,2008,253030933.0
p10,2043,IRA_low,2009,252857290.0
p10,2043,IRA_low,2010,252598690.0
p10,2043,IRA_low,2011,253512451.0
p10,2043,IRA_low,2012,252469071.0
p10,2043,IRA_low,2013,252877154.0
p10,2044,IRA_low,2007,258048833.0
p10,2044,IRA_low,2008,258247124.0
p10,2044,IRA_low,2009,258068248.0
p10,2044,IRA_low,2010,257803487.0
p10,2044,IRA_low,2011,258735423.0
p10,2044,IRA_low,2012,257668622.0
p10,2044,IRA_low,2013,258085813.0
p10,2045,IRA_low,2007,263258346.0
p10,2045,IRA_low,2008,263463304.0
p10,2045,IRA_low,2009,263279065.0
p10,2045,IRA_low,2010,263008361.0
p10,2045,IRA_low,2011,263958285.0
p10,2045,IRA_low,2012,262868170.0
p10,2045,IRA_low,2013,263294450.0
p10,2046,IRA_low,2007,266963566.0
p10,2046,IRA_low,2008,267175753.0
p10,2046,IRA_low,2009,266987008.0
p10,2046,IRA_low,2010,266707796.0
p10,2046,IRA_low,2011,267661863.0
p10,2046,IRA_low,2012,266572783.0
p10,2046,IRA_low,2013,267002158.0
p10,2047,IRA_low,2007,270668872.0
p10,2047,IRA_low,2008,270888435.0
p10,2047,IRA_low,2009,270694862.0
p10,2047,IRA_low,2010,270407240.0
p10,2047,IRA_low,2011,271365476.0
p10,2047,IRA_low,2012,270277522.0
p10,2047,IRA_low,2013,270709908.0
p10,2048,IRA_low,2007,274374127.0
p10,2048,IRA_low,2008,274601007.0
p10,2048,IRA_low,2009,274402803.0
p10,2048,IRA_low,2010,274106656.0
p10,2048,IRA_low,2011,275069077.0
p10,2048,IRA_low,2012,273982178.0
p10,2048,IRA_low,2013,274417608.0
p10,2049,IRA_low,2007,278079404.0
p10,2049,IRA_low,2008,278313562.0
p10,2049,IRA_low,2009,278110586.0
p10,2049,IRA_low,2010,277806030.0
p10,2049,IRA_low,2011,278772684.0
p10,2049,IRA_low,2012,277686935.0
p10,2049,IRA_low,2013,278125326.0
p10,2050,IRA_low,2007,281784724.0
p10,2050,IRA_low,2008,282026177.0
p10,2050,IRA_low,2009,281818481.0
p10,2050,IRA_low,2010,281505557.0
p10,2050,IRA_low,2011,282476319.0
p10,2050,IRA_low,2012,281391581.0
p10,2050,IRA_low,2013,281832953.0
p100,2020,IRA_low,2007,4008463.15
p100,2020,IRA_low,2008,4008668.56
p100,2020,IRA_low,2009,4008182.4
p100,2020,IRA_low,2010,4008368.19
p100,2020,IRA_low,2011,4008461.09
p100,2020,IRA_low,2012,4008365.1
p100,2020,IRA_low,2013,4008343.42
p100,2021,IRA_low,2007,3316188.0
p100,2021,IRA_low,2008,3316353.0
p100,2021,IRA_low,2009,3316213.0
p100,2021,IRA_low,2010,3316218.0
p100,2021,IRA_low,2011,3316198.0
p100,2021,IRA_low,2012,3316245.0
p100,2021,IRA_low,2013,3316216.0
p100,2022,IRA_low,2007,3493775.0
p100,2022,IRA_low,2008,3493801.0
p100,2022,IRA_low,2009,3493766.0
p100,2022,IRA_low,2010,3493759.0
p100,2022,IRA_low,2011,3493703.0
p100,2022,IRA_low,2012,3493728.0
p100,2022,IRA_low,2013,3493763.0
p100,2023,IRA_low,2007,3500853.0
p100,2023,IRA_low,2008,3500968.0
p100,2023,IRA_low,2009,3500982.0
p100,2023,IRA_low,2010,3501145.0
p100,2023,IRA_low,2011,3500976.0
p100,2023,IRA_low,2012,3500931.0
p100,2023,IRA_low,2013,3500914.0
p100,2024,IRA_low,2007,3598259.0
p100,2024,IRA_low,2008,3598339.0
p100,2024,IRA_low,2009,3598329.0
p100,2024,IRA_low,2010,3598362.0
p100,2024,IRA_low,2011,3598321.0
p100,2024,IRA_low,2012,3598244.0
p100,2024,IRA_low,2013,3598302.0
p100,2025,IRA_low,2007,3729988.0
p100,2025,IRA_low,2008,3729543.0
p100,2025,IRA_low,2009,3729513.0
p100,2025,IRA_low,2010,3730328.0
p100,2025,IRA_low,2011,3729712.0
p100,2025,IRA_low,2012,3729558.0
p100,2025,IRA_low,2013,3729401.0
p100,2026,IRA_low,2007,3904733.0
p100,2026,IRA_low,2008,3903998.0
p100,2026,IRA_low,2009,3904208.0
p100,2026,IRA_low,2010,3905603.0
p100,2026,IRA_low,2011,3904236.0
p100,2026,IRA_low,2012,3903797.0
p100,2026,IRA_low,2013,3904075.0
p100,2027,IRA_low,2007,4079555.0
p100,2027,IRA_low,2008,4078580.0
p100,2027,IRA_low,2009,4078950.0
p100,2027,IRA_low,2010,4080953.0
p100,2027,IRA_low,2011,4078926.0
p100,2027,IRA_low,2012,4077816.0
p100,2027,IRA_low,2013,4078890.0
p100,2028,IRA_low,2007,4254287.0
p100,2028,IRA_low,2008,4252968.0
p100,2028,IRA_low,2009,4253660.0
p100,2028,IRA_low,2010,4256233.0
p100,2028,IRA_low,2011,4253486.0
p100,2028,IRA_low,2012,4251948.0
p100,2028,IRA_low,2013,4253410.0
p100,2029,IRA_low,2007,4429025.0
p100,2029,IRA_low,2008,4427528.0
p100,2029,IRA_low,2009,4428511.0
p100,2029,IRA_low,2010,4431546.0
p100,2029,IRA_low,2011,4427917.0
p100,2029,IRA_low,2012,4426250.0
p100,2029,IRA_low,2013,4428103.0
p100,2030,IRA_low,2007,4603858.0
p100,2030,IRA_low,2008,4601949.0
p100,2030,IRA_low,2009,4603154.0
p100,2030,IRA_low,2010,4606762.0
p100,2030,IRA_low,2011,4602431.0
p100,2030,IRA_low,2012,4600254.0
p100,2030,IRA_low,2013,4602764.0
p100,2031,IRA_low,2007,4738706.0
p100,2031,IRA_low,2008,4736952.0
p100,2031,IRA_low,2009,4738333.0
p100,2031,IRA_low,2010,4742275.0
p100,2031,IRA_low,2011,4737193.0
p100,2031,IRA_low,2012,4734523.0
p100,2031,IRA_low,2013,4737974.0
p100,2032,IRA_low,2007,4873675.0
p100,2032,IRA_low,2008,4871458.0
p100,2032,IRA_low,2009,4873560.0
p100,2032,IRA_low,2010,4877770.0
p100,2032,IRA_low,2011,4871901.0
p100,2032,IRA_low,2012,4868719.0
p100,2032,IRA_low,2013,4873144.0
p100,2033,IRA_low,2007,5008466.0
p100,2033,IRA_low,2008,5006459.0
p100,2033,IRA_low,2009,5008733.0
p100,2033,IRA_low,2010,5013225.0
p100,2033,IRA_low,2011,5006490.0
p100,2033,IRA_low,2012,5002908.0
p100,2033,IRA_low,2013,5008185.0
p100,2034,IRA_low,2007,5143477.0
p100,2034,IRA_low,2008,5141264.0
p100,2034,IRA_low,2009,5143741.0
p100,2034,IRA_low,2010,5148681.0
p100,2034,IRA_low,2011,5141234.0
p100,2034,IRA_low,2012,5136986.0
p100,2034,IRA_low,2013,5143414.0
p100,2035,IRA_low,2007,5278280.0
p100,2035,IRA_low,2008,5276004.0
p100,2035,IRA_low,2009,5279021.0
p100,2035,IRA_low,2010,5284161.0
p100,2035,IRA_low,2011,5275912.0
p100,2035,IRA_low,2012,5271220.0
p100,2035,IRA_low,2013,5278372.0
p100,2036,IRA_low,2007,5371610.0
p100,2036,IRA_low,2008,5369135.0
p100,2036,IRA_low,2009,5372327.0
p100,2036,IRA_low,2010,5377793.0
p100,2036,IRA_low,2011,5369002.0
p100,2036,IRA_low,2012,5364048.0
p100,2036,IRA_low,2013,5371642.0
p100,2037,IRA_low,2007,5464820.0
p100,2037,IRA_low,2008,5462099.0
p100,2037,IRA_low,2009,5465539.0
p100,2037,IRA_low,2010,5471415.0
p100,2037,IRA_low,2011,5462096.0
p100,2037,IRA_low,2012,5456707.0
p100,2037,IRA_low,2013,5464981.0
p100,2038,IRA_low,2007,5557985.0
p100,2038,IRA_low,2008,5555086.0
p100,2038,IRA_low,2009,5558805.0
p100,2038,IRA_low,2010,5565164.0
p100,2038,IRA_low,2011,5555040.0
p100,2038,IRA_low,2012,5549358.0
p100,2038,IRA_low,2013,5558160.0
p100,2039,IRA_low,2007,5651142.0
p100,2039,IRA_low,2008,5648146.0
p100,2039,IRA_low,2009,5652066.0
p100,2039,IRA_low,2010,5658921.0
p100,2039,IRA_low,2011,5648091.0
p100,2039,IRA_low,2012,5642006.0
p100,2039,IRA_low,2013,5651409.0
p100,2040,IRA_low,2007,5744494.0
p100,2040,IRA_low,2008,5741210.0
p100,2040,IRA_low,2009,5745451.0
p100,2040,IRA_low,2010,5752590.0
p100,2040,IRA_low,2011,5741161.0
p100,2040,IRA_low,2012,5734764.0
p100,2040,IRA_low,2013,5744787.0
p100,2041,IRA_low,2007,5843052.0
p100,2041,IRA_low,2008,5839467.0
p100,2041,IRA_low,2009,5843718.0
p100,2041,IRA_low,2010,5851363.0
p100,2041,IRA_low,2011,5839563.0
p100,2041,IRA_low,2012,5832850.0
p100,2041,IRA_low,2013,5843042.0
p100,2042,IRA_low,2007,5941521.0
p100,2042,IRA_low,2008,5937766.0
p100,2042,IRA_low,2009,5942100.0
p100,2042,IRA_low,2010,5950138.0
p100,2042,IRA_low,2011,5937789.0
p100,2042,IRA_low,2012,5930988.0
p100,2042,IRA_low,2013,5941258.0
p100,2043,IRA_low,2007,6039796.0
p100,2043,IRA_low,2008,6036005.0
p100,2043,IRA_low,2009,6040298.0
p100,2043,IRA_low,2010,6048982.0
p100,2043,IRA_low,2011,6035899.0
p100,2043,IRA_low,2012,6029015.0
p100,2043,IRA_low,2013,6040043.0
p100,2044,IRA_low,2007,6138375.0
p100,2044,IRA_low,2008,6134294.0
p100,2044,IRA_low,2009,6138817.0
p100,2044,IRA_low,2010,6147800.0
p100,2044,IRA_low,2011,6134437.0
p100,2044,IRA_low,2012,6127386.0
p100,2044,IRA_low,2013,6137953.0
p100,2045,IRA_low,2007,6236848.0
p100,2045,IRA_low,2008,6232520.0
p100,2045,IRA_low,2009,6237196.0
p100,2045,IRA_low,2010,6246637.0
p100,2045,IRA_low,2011,6232846.0
p100,2045,IRA_low,2012,6225060.0
p100,2045,IRA_low,2013,6236288.0
p100,2046,IRA_low,2007,6334900.0
p100,2046,IRA_low,2008,6330083.0
p100,2046,IRA_low,2009,6334812.0
p100,2046,IRA_low,2010,6344723.0
p100,2046,IRA_low,2011,6330545.0
p100,2046,IRA_low,2012,6322652.0
p100,2046,IRA_low,2013,6333868.0
p100,2047,IRA_low,2007,6432845.0
p100,2047,IRA_low,2008,6427894.0
p100,2047,IRA_low,2009,6432453.0
p100,2047,IRA_low,2010,6442910.0
p100,2047,IRA_low,2011,6428408.0
p100,2047,IRA_low,2012,6420238.0
p100,2047,IRA_low,2013,6431495.0
p100,2048,IRA_low,2007,6530649.0
p100,2048,IRA_low,2008,6525498.0
p100,2048,IRA_low,2009,6530117.0
p100,2048,IRA_low,2010,6541043.0
p100,2048,IRA_low,2011,6526118.0
p100,2048,IRA_low,2012,6517896.0
p100,2048,IRA_low,2013,6529160.0
p100,2049,IRA_low,2007,6628196.0
p100,2049,IRA_low,2008,6623051.0
p100,2049,IRA_low,2009,6627831.0
p100,2049,IRA_low,2010,6639023.0
p100,2049,IRA_low,2011,6623981.0
p100,2049,IRA_low,2012,6615612.0
p100,2049,IRA_low,2013,6626673.0
p100,2050,IRA_low,2007,6726363.0
p100,2050,IRA_low,2008,6720390.0
p100,2050,IRA_low,2009,6725469.0
p100,2050,IRA_low,2010,6737261.0
p100,2050,IRA_low,2011,6721648.0
p100,2050,IRA_low,2012,6713126.0
p100,2050,IRA_low,2013,6724328.0
p101,2020,IRA_low,2007,169172801.49
p101,2020,IRA_low,2008,169170703.01
p101,2020,IRA_low,2009,169171822.83
p101,2020,IRA_low,2010,169172745.66
p101,2020,IRA_low,2011,169172600.28
p101,2020,IRA_low,2012,169172763.56
p101,2020,IRA_low,2013,169173215.5
p101,2021,IRA_low,2007,149521612.0
p101,2021,IRA_low,2008,149521636.0
p101,2021,IRA_low,2009,149521699.0
p101,2021,IRA_low,2010,149521647.0
p101,2021,IRA_low,2011,149521676.0
p101,2021,IRA_low,2012,149521639.0
p101,2021,IRA_low,2013,149521643.0
