substation_id,CBSAFP,POPESTIMATE2019,rb,region,IPM_Region
203116,19740,2967239.0,p33,p33,p33
302159,46060,1047279.0,p30,p30,p30
133419,13900,128949.0,p36,p36,p36
146758,29540,545724.0,p122,p122,p122
109670,27140,594806.0,p87,p87,p87
133731,31700,417025.0,p130,p130,p130
128855,33220,83156.0,p103,p103,p103
111533,12060,6020364.0,p94,p94,p94
108716,19660,668365.0,p101,p101,p101
118044,32700,28542.0,p53,p53,p53
147305,23980,54320.0,p109,p109,p109
134996,13900,128949.0,p36,p36,p36
149131,27180,178644.0,p92,p92,p92
117540,28140,2157990.0,p54,p54,p54
154360,32820,1346045.0,p92,p92,p92
303025,33260,182603.0,p62,p62,p62
137065,31700,417025.0,p130,p130,p130
147257,31300,130625.0,p98,p98,p98
112272,48900,297533.0,p98,p98,p98
147317,14540,179240.0,p93,p93,p93
114384,40460,44829.0,p98,p98,p98
111357,12060,6020364.0,p94,p94,p94
119028,29940,122259.0,p53,p53,p53
153514,13820,1090435.0,p89,p89,p89
201058,45520,26682.0,p5,p5,p5
113535,33300,53347.0,p94,p94,p94
201520,18780,13283.0,p33,p33,p33
200364,42660,3979845.0,p1,p1,p1
107858,22220,534904.0,p56,p56,p56
149678,22900,250368.0,p56,p56,p56
149476,18420,36953.0,p88,p88,p88
148426,33980,69473.0,p98,p98,p98
146728,19260,100398.0,p99,p99,p99
109618,44260,59276.0,p88,p88,p88
201792,36260,683864.0,p25,p25,p25
120835,41140,125223.0,p54,p54,p54
301162,33260,182603.0,p62,p62,p62
308399,14780,35882.0,p64,p64,p64
308564,45020,14714.0,p60,p60,p60
149127,27180,178644.0,p92,p92,p92
116054,12020,213750.0,p94,p94,p94
120496,37260,74521.0,p101,p101,p101
136209,14460,4873019.0,p131,p131,p131
150056,27140,594806.0,p87,p87,p87
206624,41100,177556.0,p25,p25,p25
111376,21020,53287.0,p98,p98,p98
111392,41220,54666.0,p94,p94,p94
305628,19100,7573136.0,p63,p63,p63
304492,45020,14714.0,p60,p60,p60
159955,39500,75211.0,p81,p81,p81
310238,42220,494336.0,p9,p9,p9
111466,24780,180742.0,p98,p98,p98
111040,22520,147970.0,p89,p89,p89
111377,21020,53287.0,p98,p98,p98
148111,18260,114272.0,p92,p92,p92
200949,45520,26682.0,p5,p5,p5
202661,18300,64487.0,p6,p6,p6
150669,38940,489297.0,p102,p102,p102
203840,14500,326196.0,p33,p33,p33
150549,33100,6166488.0,p102,p102,p102
148282,24780,180742.0,p98,p98,p98
153903,43380,48590.0,p112,p112,p112
203705,24540,324492.0,p33,p33,p33
117445,14700,55928.0,p55,p55,p55
111355,12060,6020364.0,p94,p94,p94
152117,24620,69069.0,p92,p92,p92
306553,46340,232751.0,p63,p63,p63
111086,42460,51626.0,p89,p89,p89
202281,47460,60760.0,p2,p2,p2
110063,19140,144724.0,p94,p94,p94
203845,19740,2967239.0,p33,p33,p33
136986,47940,168522.0,p69,p69,p69
115638,16860,565194.0,p92,p92,p92
121021,32180,22761.0,p54,p54,p54
119988,38260,38818.0,p53,p53,p53
116571,12060,6020364.0,p94,p94,p94
203853,14500,326196.0,p33,p33,p33
112635,35380,1270530.0,p58,p58,p58
153004,37460,174705.0,p91,p91,p91
115409,32820,1346045.0,p92,p92,p92
124218,25420,577941.0,p122,p122,p122
303836,39150,235099.0,p28,p28,p28
200363,42660,3979845.0,p1,p1,p1
152116,24620,69069.0,p92,p92,p92
300063,31180,322257.0,p48,p48,p48
111396,41220,54666.0,p94,p94,p94
154351,32820,1346045.0,p92,p92,p92
153281,26900,2074537.0,p106,p106,p106
107989,22900,250368.0,p56,p56,p56
202345,40540,42343.0,p21,p21,p21
137657,26980,173105.0,p70,p70,p70
111356,12060,6020364.0,p94,p94,p94
146106,21500,269728.0,p122,p122,p122
144255,35740,48167.0,p40,p40,p40
120831,36700,86175.0,p96,p96,p96
148119,34980,1934317.0,p92,p92,p92
111575,46660,147292.0,p94,p94,p94
117647,28140,2157990.0,p54,p54,p54
202429,49420,250873.0,p2,p2,p2
150266,35380,1270530.0,p58,p58,p58
124165,40420,336116.0,p80,p80,p80
121968,19340,379172.0,p81,p81,p81
111732,10500,146726.0,p94,p94,p94
206113,34180,97733.0,p4,p4,p4
150240,35380,1270530.0,p58,p58,p58
147316,14540,179240.0,p93,p93,p93
128777,28020,265066.0,p104,p104,p104
110695,24740,43909.0,p87,p87,p87
108172,37460,174705.0,p91,p91,p91
308269,31080,13214799.0,p10,p10,p10
119169,34780,67997.0,p51,p51,p51
149340,34660,39001.0,p93,p93,p93
109611,29860,84481.0,p87,p87,p87
153565,27140,594806.0,p87,p87,p87
131656,36540,949442.0,p41,p41,p41
201125,32780,220944.0,p6,p6,p6
110773,16340,42613.0,p94,p94,p94
160025,19780,699292.0,p70,p70,p70
117250,22900,250368.0,p56,p56,p56
129034,37620,89339.0,p116,p116,p116
155604,37140,96272.0,p93,p93,p93
304113,13140,392563.0,p66,p66,p66
200769,42660,3979845.0,p1,p1,p1
154912,32000,45756.0,p97,p97,p97
201110,13460,197692.0,p5,p5,p5
148531,16860,565194.0,p92,p92,p92
302075,23420,999101.0,p9,p9,p9
201893,36260,683864.0,p25,p25,p25
138683,32100,66699.0,p74,p74,p74
303819,41940,1990660.0,p9,p9,p9
109561,18060,58595.0,p88,p88,p88
308864,41940,1990660.0,p9,p9,p9
132172,26980,173105.0,p70,p70,p70
150820,36740,2608147.0,p101,p101,p101
111777,29340,210409.0,p58,p58,p58
143557,48820,43199.0,p43,p43,p43
132115,16300,273032.0,p70,p70,p70
117849,43460,38280.0,p72,p72,p72
110011,25060,417665.0,p87,p87,p87
122775,39500,75211.0,p81,p81,p81
107970,31620,23457.0,p85,p85,p85
150582,17220,92399.0,p116,p116,p116
111498,27600,72977.0,p94,p94,p94
301043,38060,4948203.0,p28,p28,p28
160420,46460,30069.0,p92,p92,p92
144062,21300,83456.0,p127,p127,p127
117504,41140,125223.0,p54,p54,p54
203575,24500,81366.0,p18,p18,p18
151160,34620,114135.0,p105,p105,p105
136056,40860,58191.0,p129,p129,p129
146617,11020,121829.0,p122,p122,p122
112145,20140,64090.0,p94,p94,p94
122197,19940,34096.0,p80,p80,p80
143618,35620_p126,6585382.235587343,p126,p126,p126
150238,35380,1270530.0,p58,p58,p58
202239,17820,745791.0,p34,p34,p34
112270,48900,297533.0,p98,p98,p98
134711,19940,34096.0,p80,p80,p80
137097,31700,417025.0,p130,p130,p130
131666,36540,949442.0,p41,p41,p41
149419,22900,250368.0,p56,p56,p56
154827,27860,133860.0,p85,p85,p85
125089,24700,26559.0,p107,p107,p107
110027,15660,57963.0,p94,p94,p94
121201,42740,42339.0,p54,p54,p54
147276,17300,307820.0,p92,p92,p92
117343,17900,838433.0,p96,p96,p96
131651,36540,949442.0,p41,p41,p41
111922,19760,37497.0,p58,p58,p58
114943,22520,147970.0,p89,p89,p89
117248,22900,250368.0,p56,p56,p56
132177,13900,128949.0,p36,p36,p36
136116,26460,59461.0,p127,p127,p127
117698,41140,125223.0,p54,p54,p54
111779,29340,210409.0,p58,p58,p58
144349,43100,115340.0,p79,p79,p79
136115,26460,59461.0,p127,p127,p127
307570,39820,180080.0,p9,p9,p9
149439,37540,32345.0,p92,p92,p92
109569,44260,59276.0,p88,p88,p88
122813,34820,496901.0,p96,p96,p96
111595,45620,44451.0,p94,p94,p94
131753,36540,949442.0,p41,p41,p41
121816,27900,179564.0,p55,p55,p55
206626,41100,177556.0,p25,p25,p25
129387,40340,221921.0,p43,p43,p43
151301,37340,601942.0,p102,p102,p102
206586,16940,99500.0,p24,p24,p24
131980,20740,169304.0,p46,p46,p46
148140,34980,1934317.0,p92,p92,p92
117318,14180,40651.0,p85,p85,p85
306029,40900,2363730.0,p9,p9,p9
201035,17660,165697.0,p14,p14,p14
131665,36540,949442.0,p41,p41,p41
114304,26620,471824.0,p89,p89,p89
204092,19740,2967239.0,p33,p33,p33
206625,41100,177556.0,p25,p25,p25
154293,14820,34385.0,p97,p97,p97
155349,33860,373290.0,p90,p90,p90
200400,36500,290536.0,p1,p1,p1
109568,44260,59276.0,p88,p88,p88
201005,41420,433903.0,p5,p5,p5
158972,41780,74266.0,p111,p111,p111
153193,29460,724777.0,p101,p101,p101
200602,44060,568521.0,p3,p3,p3
149417,22900,250368.0,p56,p56,p56
304316,26420,7066141.0,p67,p67,p67
143542,33460,3640043.0,p43,p43,p43
300232,31080,13214799.0,p10,p10,p10
150075,46980,45381.0,p87,p87,p87
144063,13780,238691.0,p127,p127,p127
149332,25700,28553.0,p53,p53,p53
139867,15540,220411.0,p129,p129,p129
305767,49740,213787.0,p28,p28,p28
117634,42740,42339.0,p54,p54,p54
114098,29900,34823.0,p98,p98,p98
202807,16260,54839.0,p25,p25,p25
150293,19660,668365.0,p101,p101,p101
115612,32820,1346045.0,p92,p92,p92
304924,31180,322257.0,p48,p48,p48
301009,36220,166223.0,p62,p62,p62
133414,46780,28275.0,p112,p112,p112
145781,45900,150653.0,p103,p103,p103
117162,44180,470300.0,p55,p55,p55
132844,34060,139044.0,p116,p116,p116
303932,36220,166223.0,p62,p62,p62
151241,23580,204441.0,p94,p94,p94
113672,17140,2221208.0,p114,p114,p114
308621,46700,447643.0,p9,p9,p9
130584,20220,97311.0,p70,p70,p70
309573,33700,550660.0,p9,p9,p9
129869,20740,169304.0,p46,p46,p46
131390,20740,169304.0,p46,p46,p46
131061,10660,30281.0,p68,p68,p68
144331,40340,221921.0,p43,p43,p43
118413,34780,67997.0,p51,p51,p51
114113,22180,526719.0,p98,p98,p98
109674,27140,594806.0,p87,p87,p87
306031,12540,900202.0,p10,p10,p10
149338,32460,37266.0,p93,p93,p93
134908,13900,128949.0,p36,p36,p36
110000,38100,55535.0,p87,p87,p87
132135,19780,699292.0,p70,p70,p70
140805,44140,697382.0,p131,p131,p131
305902,41740,3338330.0,p11,p11,p11
146592,14100,83194.0,p122,p122,p122
203680,19740,2967239.0,p33,p33,p33
137005,47940,168522.0,p69,p69,p69
206362,36260,683864.0,p25,p25,p25
203676,19740,2967239.0,p33,p33,p33
111360,12060,6020364.0,p94,p94,p94
149112,22900,250368.0,p56,p56,p56
122194,44580,55175.0,p80,p80,p80
146613,41260,29910.0,p119,p119,p119
107895,34260,41932.0,p85,p85,p85
149129,27180,178644.0,p92,p92,p92
119165,34780,67997.0,p51,p51,p51
147918,24620,69069.0,p92,p92,p92
146623,16820,218615.0,p99,p99,p99
117670,28140,2157990.0,p54,p54,p54
121415,47660,54062.0,p54,p54,p54
145771,12980,134159.0,p103,p103,p103
149418,22900,250368.0,p56,p56,p56
302908,12540,900202.0,p10,p10,p10
149536,46180,166126.0,p88,p88,p88
147691,20500,644367.0,p98,p98,p98
114530,47260,1768901.0,p99,p99,p99
134671,49220,72999.0,p76,p76,p76
122939,21140,206341.0,p105,p105,p105
150445,45300,3194831.0,p101,p101,p101
149430,32280,33328.0,p92,p92,p92
143617,35620_p126,6585382.235587343,p126,p126,p126
117263,31680,33771.0,p85,p85,p85
154741,37500,45325.0,p85,p85,p85
129047,23180,73738.0,p109,p109,p109
115161,39580,1390785.0,p98,p98,p98
121023,42740,42339.0,p54,p54,p54
303706,36220,166223.0,p62,p62,p62
201913,30860,142165.0,p25,p25,p25
144073,12100,263670.0,p126,p126,p126
148014,34100,142749.0,p92,p92,p92
135644,20260,288732.0,p43,p43,p43
144348,43100,115340.0,p79,p79,p79
148025,42940,98250.0,p92,p92,p92
117557,44180,470300.0,p55,p55,p55
134641,44580,55175.0,p80,p80,p80
149453,27180,178644.0,p92,p92,p92
115116,20500,644367.0,p98,p98,p98
131015,48780,37589.0,p36,p36,p36
162404,41140,125223.0,p54,p54,p54
119192,45140,48657.0,p51,p51,p51
147298,17300,307820.0,p92,p92,p92
112018,27340,197938.0,p98,p98,p98
309735,44700,762148.0,p9,p9,p9
131453,41060,201964.0,p43,p43,p43
150244,35380,1270530.0,p58,p58,p58
111039,22520,147970.0,p89,p89,p89
120918,44940,140466.0,p96,p96,p96
146834,34820,496901.0,p96,p96,p96
117559,44180,470300.0,p55,p55,p55
146333,40060,1291900.0,p99,p99,p99
125402,43700,64979.0,p93,p93,p93
122077,14010,171517.0,p83,p83,p83
144055,45060,648593.0,p127,p127,p127
150558,33100,6166488.0,p102,p102,p102
153155,47580,185409.0,p94,p94,p94
130992,11180,123351.0,p70,p70,p70
149118,22900,250368.0,p56,p56,p56
148118,34980,1934317.0,p92,p92,p92
204457,48780,37589.0,p36,p36,p36
132655,34700,42664.0,p70,p70,p70
117196,27620,151235.0,p72,p72,p72
202194,19740,2967239.0,p33,p33,p33
119892,25700,28553.0,p53,p53,p53
111819,15260,118779.0,p94,p94,p94
148101,28940,869046.0,p92,p92,p92
120969,16700,802122.0,p96,p96,p96
144001,46540,289990.0,p127,p127,p127
143571,20740,169304.0,p46,p46,p46
202123,13740,181667.0,p20,p20,p20
133456,12700,212990.0,p131,p131,p131
150216,35380,1270530.0,p58,p58,p58
139878,38460,80485.0,p127,p127,p127
131356,19780,699292.0,p70,p70,p70
111399,41220,54666.0,p94,p94,p94
115717,29300,103176.0,p94,p94,p94
144000,46540,289990.0,p127,p127,p127
123914,16420,30622.0,p108,p108,p108
201390,24500,81366.0,p18,p18,p18
117401,28140,2157990.0,p54,p54,p54
201736,41620,1232696.0,p25,p25,p25
151252,29180,489207.0,p58,p58,p58
149944,19460,152603.0,p89,p89,p89
108063,12900,55267.0,p85,p85,p85
205029,14260,749202.0,p15,p15,p15
111584,46660,147292.0,p94,p94,p94
153558,27140,594806.0,p87,p87,p87
200411,16500,80707.0,p2,p2,p2
148630,36540,949442.0,p41,p41,p41
121970,19340,379172.0,p81,p81,p81
154753,14700,55928.0,p55,p55,p55
204379,27220,35606.0,p21,p21,p21
112607,26380,208075.0,p58,p58,p58
133738,24220,100815.0,p37,p37,p37
146622,16820,218615.0,p99,p99,p99
111486,48980,81801.0,p98,p98,p98
206106,34180,97733.0,p4,p4,p4
115402,32820,1346045.0,p92,p92,p92
111400,41220,54666.0,p94,p94,p94
201602,16260,54839.0,p25,p25,p25
144522,17540,46429.0,p70,p70,p70
155765,26620,471824.0,p89,p89,p89
109907,11700,462680.0,p97,p97,p97
127543,13260,45370.0,p107,p107,p107
149450,15140,17304.0,p92,p92,p92
111980,48980,81801.0,p98,p98,p98
115245,39580,1390785.0,p98,p98,p98
134656,28100,109862.0,p80,p80,p80
162644,44940,140466.0,p96,p96,p96
149117,22900,250368.0,p56,p56,p56
160766,39580,1390785.0,p98,p98,p98
119891,25700,28553.0,p53,p53,p53
137053,31700,417025.0,p130,p130,p130
117682,44180,470300.0,p55,p55,p55
111552,12060,6020364.0,p94,p94,p94
115679,45580,26320.0,p94,p94,p94
153569,46220,252047.0,p89,p89,p89
111531,12060,6020364.0,p94,p94,p94
109412,30940,148123.0,p109,p109,p109
303830,38060,4948203.0,p28,p28,p28
201774,36260,683864.0,p25,p25,p25
202108,19740,2967239.0,p33,p33,p33
122121,19500,104009.0,p83,p83,p83
305746,15180,423163.0,p65,p65,p65
129625,10660,30281.0,p68,p68,p68
200944,21660,382067.0,p5,p5,p5
133485,44140,697382.0,p131,p131,p131
135071,10820,38141.0,p43,p43,p43
201425,17660,165697.0,p14,p14,p14
121120,16700,802122.0,p96,p96,p96
148354,40460,44829.0,p98,p98,p98
145663,33220,83156.0,p103,p103,p103
122485,44180,470300.0,p55,p55,p55
310183,36220,166223.0,p62,p62,p62
144376,10900,844052.0,p122,p122,p122
206108,34180,97733.0,p4,p4,p4
149799,22860,47429.0,p58,p58,p58
148530,16860,565194.0,p92,p92,p92
131673,36540,949442.0,p41,p41,p41
143932,43980,16016.0,p45,p45,p45
132601,45940,367430.0,p126,p126,p126
117626,14700,55928.0,p55,p55,p55
148523,16860,565194.0,p92,p92,p92
146435,34060,139044.0,p116,p116,p116
115787,11940,53794.0,p92,p92,p92
129692,24330,45130.0,p43,p43,p43
143936,45940,367430.0,p126,p126,p126
148094,18900,60520.0,p92,p92,p92
121299,47660,54062.0,p54,p54,p54
149421,22900,250368.0,p56,p56,p56
133769,22020,246145.0,p37,p37,p37
117685,44180,470300.0,p55,p55,p55
309801,41860,4731803.0,p9,p9,p9
116565,12060,6020364.0,p94,p94,p94
300338,46340,232751.0,p63,p63,p63
200958,41420,433903.0,p5,p5,p5
117071,17860,208173.0,p72,p72,p72
201126,49420,250873.0,p2,p2,p2
112392,48900,297533.0,p98,p98,p98
306334,12540,900202.0,p10,p10,p10
121754,28140,2157990.0,p54,p54,p54
115618,32820,1346045.0,p92,p92,p92
110634,15660,57963.0,p94,p94,p94
130488,43980,16016.0,p45,p45,p45
148472,28820,55949.0,p98,p98,p98
136729,38860,538500.0,p134,p134,p134
149367,20540,37159.0,p92,p92,p92
303155,31180,322257.0,p48,p48,p48
114385,40460,44829.0,p98,p98,p98
121128,27860,133860.0,p85,p85,p85
115173,39580,1390785.0,p98,p98,p98
123267,12580,2800053.0,p123,p123,p123
157134,15820,36710.0,p109,p109,p109
139274,35620_p127,2528791.459936988,p127,p127,p127
131802,42420,37529.0,p39,p39,p39
123197,12580,2800053.0,p123,p123,p123
205034,30300,62990.0,p14,p14,p14
143977,45940,367430.0,p126,p126,p126
122557,22900,250368.0,p56,p56,p56
149674,22900,250368.0,p56,p56,p56
150976,33100,6166488.0,p102,p102,p102
144351,36780,171907.0,p76,p76,p76
152585,42340,393353.0,p94,p94,p94
301817,11100,265053.0,p48,p48,p48
108661,33100,6166488.0,p102,p102,p102
300967,38060,4948203.0,p28,p28,p28
128758,26090,118081.0,p103,p103,p103
129735,26780,35893.0,p43,p43,p43
114933,22520,147970.0,p89,p89,p89
111817,15260,118779.0,p94,p94,p94
148346,40460,44829.0,p98,p98,p98
117369,32340,22092.0,p54,p54,p54
152645,23500,57300.0,p95,p95,p95
203743,24300,154210.0,p33,p33,p33
150070,27140,594806.0,p87,p87,p87
131591,16300,273032.0,p70,p70,p70
108807,38580,56414.0,p112,p112,p112
150207,19300,223234.0,p90,p90,p90
109623,44260,59276.0,p88,p88,p88
155261,27530,63521.0,p89,p89,p89
306791,48660,151254.0,p63,p63,p63
115159,39580,1390785.0,p98,p98,p98
201900,42660,3979845.0,p1,p1,p1
154432,26620,471824.0,p89,p89,p89
115469,34020,49348.0,p58,p58,p58
115279,18260,114272.0,p92,p92,p92
205031,34300,27511.0,p15,p15,p15
145846,31220,29144.0,p103,p103,p103
206109,34180,97733.0,p4,p4,p4
201222,16500,80707.0,p2,p2,p2
155592,14540,179240.0,p93,p93,p93
308933,39820,180080.0,p9,p9,p9
117295,22220,534904.0,p56,p56,p56
201590,36260,683864.0,p25,p25,p25
117508,44180,470300.0,p55,p55,p55
151163,35220,47972.0,p107,p107,p107
153837,44180,470300.0,p55,p55,p55
153902,30620,102351.0,p112,p112,p112
150515,23060,413263.0,p105,p105,p105
109661,27140,594806.0,p87,p87,p87
150241,35380,1270530.0,p58,p58,p58
147290,17300,307820.0,p92,p92,p92
201895,36260,683864.0,p25,p25,p25
149883,34020,49348.0,p58,p58,p58
113104,31300,130625.0,p98,p98,p98
121031,22620,24994.0,p85,p85,p85
132717,31700,417025.0,p130,p130,p130
121819,27900,179564.0,p55,p55,p55
201360,23940,60852.0,p23,p23,p23
144338,40340,221921.0,p43,p43,p43
111359,12060,6020364.0,p94,p94,p94
152480,10760,51030.0,p90,p90,p90
201455,16500,80707.0,p2,p2,p2
130425,43580,144701.0,p45,p45,p45
149775,10780,152037.0,p58,p58,p58
132104,16300,273032.0,p70,p70,p70
131647,36540,949442.0,p41,p41,p41
114965,22520,147970.0,p89,p89,p89
304303,17580,48954.0,p47,p47,p47
131929,24260,75553.0,p40,p40,p40
204120,23940,60852.0,p23,p23,p23
131671,36540,949442.0,p41,p41,p41
132638,19780,699292.0,p70,p70,p70
110019,15660,57963.0,p94,p94,p94
132137,19780,699292.0,p70,p70,p70
118095,29940,122259.0,p53,p53,p53
150002,25760,17782.0,p85,p85,p85
206111,34180,97733.0,p4,p4,p4
150833,36740,2608147.0,p101,p101,p101
147321,14540,179240.0,p93,p93,p93
153570,46220,252047.0,p89,p89,p89
136120,38340,124944.0,p131,p131,p131
143980,47980,34173.0,p38,p38,p38
115615,32820,1346045.0,p92,p92,p92
147494,10900,844052.0,p122,p122,p122
153446,18880,284809.0,p91,p91,p91
131984,20740,169304.0,p46,p46,p46
117576,44180,470300.0,p55,p55,p55
117249,22900,250368.0,p56,p56,p56
136241,14460,4873019.0,p131,p131,p131
131930,24260,75553.0,p40,p40,p40
154004,17460,2048449.0,p111,p111,p111
300350,31460,157327.0,p9,p9,p9
148155,34980,1934317.0,p92,p92,p92
153563,24740,43909.0,p87,p87,p87
120545,19660,668365.0,p101,p101,p101
112226,27340,197938.0,p98,p98,p98
111124,34220,45600.0,p94,p94,p94
117577,44180,470300.0,p55,p55,p55
109464,43700,64979.0,p93,p93,p93
305514,16100,58460.0,p47,p47,p47
116325,29340,210409.0,p58,p58,p58
139276,35620_p127,2528791.459936988,p127,p127,p127
148573,46100,105216.0,p92,p92,p92
151533,15980,770577.0,p101,p101,p101
131304,43620,268232.0,p38,p38,p38
117104,16020,96765.0,p72,p72,p72
203848,19740,2967239.0,p33,p33,p33
130505,44020,17258.0,p45,p45,p45
147232,22180,526719.0,p98,p98,p98
130436,22700,35904.0,p45,p45,p45
117209,31680,33771.0,p85,p85,p85
153275,47700,79456.0,p105,p105,p105
131557,29100,136616.0,p46,p46,p46
150859,42700,106221.0,p101,p101,p101
149036,11620,58364.0,p50,p50,p50
200472,34180,97733.0,p4,p4,p4
136832,12740,58409.0,p129,p129,p129
148183,18900,60520.0,p92,p92,p92
123268,12580,2800053.0,p123,p123,p123
202717,19740,2967239.0,p33,p33,p33
201353,36260,683864.0,p25,p25,p25
111235,23580,204441.0,p94,p94,p94
125410,15380,1127983.0,p127,p127,p127
157679,17060,76666.0,p112,p112,p112
148120,34980,1934317.0,p92,p92,p92
108485,11580,38001.0,p101,p101,p101
135110,22020,246145.0,p37,p37,p37
137016,43580,144701.0,p45,p45,p45
150236,35380,1270530.0,p58,p58,p58
203132,39340,648252.0,p25,p25,p25
118036,24460,25779.0,p53,p53,p53
204385,23940,60852.0,p23,p23,p23
143981,47980,34173.0,p38,p38,p38
115398,32820,1346045.0,p92,p92,p92
136732,30340,108277.0,p134,p134,p134
131772,30420,25585.0,p40,p40,p40
204384,23940,60852.0,p23,p23,p23
114115,22180,526719.0,p98,p98,p98
114116,22180,526719.0,p98,p98,p98
123829,26860,84073.0,p122,p122,p122
130590,32380,49831.0,p45,p45,p45
301002,31180,322257.0,p48,p48,p48
144337,40340,221921.0,p43,p43,p43
132173,26980,173105.0,p70,p70,p70
117437,14700,55928.0,p55,p55,p55
137652,26980,173105.0,p70,p70,p70
121653,30060,35723.0,p84,p84,p84
151534,15980,770577.0,p101,p101,p101
154543,45300,3194831.0,p101,p101,p101
144834,46540,289990.0,p127,p127,p127
128237,20100,180786.0,p125,p125,p125
112590,10780,152037.0,p58,p58,p58
153836,44180,470300.0,p55,p55,p55
149679,22900,250368.0,p56,p56,p56
156846,26140,149657.0,p101,p101,p101
150450,24860,920477.0,p95,p95,p95
147279,17300,307820.0,p92,p92,p92
130586,47940,168522.0,p69,p69,p69
155342,10700,96774.0,p89,p89,p89
204693,26820,151530.0,p16,p16,p16
147829,40060,1291900.0,p99,p99,p99
202207,33940,47710.0,p34,p34,p34
125184,37980,6102434.0,p122,p122,p122
146237,26980,173105.0,p70,p70,p70
140903,35620_p126,6585382.235587343,p126,p126,p126
155344,33860,373290.0,p90,p90,p90
144825,15380,1127983.0,p127,p127,p127
157836,32380,49831.0,p45,p45,p45
117109,28140,2157990.0,p54,p54,p54
153013,37460,174705.0,p91,p91,p91
129369,39860,46340.0,p43,p43,p43
118033,24460,25779.0,p53,p53,p53
154429,26620,471824.0,p89,p89,p89
125362,15380,1127983.0,p127,p127,p127
147763,17420,124942.0,p92,p92,p92
203133,39340,648252.0,p25,p25,p25
117110,28140,2157990.0,p54,p54,p54
138549,15460,45613.0,p70,p70,p70
131410,21860,19683.0,p68,p68,p68
201124,26820,151530.0,p16,p16,p16
202527,39660,142107.0,p32,p32,p32
149368,20540,37159.0,p92,p92,p92
305747,24180,61643.0,p63,p63,p63
122861,37140,96272.0,p93,p93,p93
143646,22540,103403.0,p76,p76,p76
149946,19460,152603.0,p89,p89,p89
123269,12580,2800053.0,p123,p123,p123
109660,27140,594806.0,p87,p87,p87
202165,38540,95489.0,p16,p16,p16
146534,29540,545724.0,p122,p122,p122
143628,20740,169304.0,p46,p46,p46
111659,47820,46994.0,p98,p98,p98
117108,28140,2157990.0,p54,p54,p54
152768,35840,836995.0,p101,p101,p101
111660,47820,46994.0,p98,p98,p98
202929,42660,3979845.0,p1,p1,p1
147715,43780,323613.0,p105,p105,p105
140895,35620_p126,6585382.235587343,p126,p126,p126
307257,49740,213787.0,p28,p28,p28
147297,17300,307820.0,p92,p92,p92
112273,48900,297533.0,p98,p98,p98
150225,25220,134758.0,p58,p58,p58
304336,40140,4650631.0,p10,p10,p10
117683,44180,470300.0,p55,p55,p55
134716,33340,1575179.0,p79,p79,p79
120497,37260,74521.0,p101,p101,p101
156749,47940,168522.0,p69,p69,p69
115854,12020,213750.0,p94,p94,p94
155159,18980,83768.0,p89,p89,p89
158163,19140,144724.0,p94,p94,p94
117585,32180,22761.0,p54,p54,p54
146369,40060,1291900.0,p99,p99,p99
201856,40700,110980.0,p6,p6,p6
132139,19780,699292.0,p70,p70,p70
310392,29820,2266715.0,p13,p13,p13
115411,32820,1346045.0,p92,p92,p92
154880,43900,319785.0,p95,p95,p95
109659,27140,594806.0,p87,p87,p87
148576,46100,105216.0,p92,p92,p92
148103,28940,869046.0,p92,p92,p92
308418,26420,7066141.0,p67,p67,p67
203701,22660,356899.0,p33,p33,p33
130591,32380,49831.0,p45,p45,p45
121127,37500,45325.0,p85,p85,p85
144248,38180,20624.0,p38,p38,p38
132553,32140,25474.0,p44,p44,p44
110060,19140,144724.0,p94,p94,p94
117657,28140,2157990.0,p54,p54,p54
114103,22180,526719.0,p98,p98,p98
117293,22220,534904.0,p56,p56,p56
201354,36260,683864.0,p25,p25,p25
120825,27180,178644.0,p92,p92,p92
143940,35620_p126,6585382.235587343,p126,p126,p126
144064,15380,1127983.0,p127,p127,p127
131675,36540,949442.0,p41,p41,p41
117418,28140,2157990.0,p54,p54,p54
144027,37980,6102434.0,p122,p122,p122
201024,18700,93053.0,p5,p5,p5
302361,33700,550660.0,p9,p9,p9
201442,41100,177556.0,p25,p25,p25
201359,23940,60852.0,p23,p23,p23
153977,18740,36600.0,p112,p112,p112
143641,33340,1575179.0,p79,p79,p79
150748,36740,2608147.0,p101,p101,p101
151989,15980,770577.0,p101,p101,p101
129765,31860,101927.0,p68,p68,p68
139275,35620_p127,2528791.459936988,p127,p127,p127
140946,39300,1624578.0,p133,p133,p133
146706,26860,84073.0,p122,p122,p122
135109,22020,246145.0,p37,p37,p37
304145,41940,1990660.0,p9,p9,p9
130440,22700,35904.0,p45,p45,p45
134640,16980,9458539.0,p80,p80,p80
202845,17820,745791.0,p34,p34,p34
301139,21340,844124.0,p59,p59,p59
303805,11100,265053.0,p48,p48,p48
117660,28140,2157990.0,p54,p54,p54
147628,38240,100880.0,p98,p98,p98
131646,36540,949442.0,p41,p41,p41
309042,31080,13214799.0,p10,p10,p10
114104,22180,526719.0,p98,p98,p98
117483,28140,2157990.0,p54,p54,p54
203740,24300,154210.0,p33,p33,p33
132689,36540,949442.0,p41,p41,p41
201926,36260,683864.0,p25,p25,p25
114159,38240,100880.0,p98,p98,p98
150267,35380,1270530.0,p58,p58,p58
111499,27600,72977.0,p94,p94,p94
203704,22660,356899.0,p33,p33,p33
