substation_id,CBSAFP,POPESTIMATE2019,rb,region,IPM_Region
201403,39380,168424.0,p34,p34,p34
121752,28140,2157990.0,p54,p54,p54
301313,23700,71367.0,p31,p31,p31
149133,27180,178644.0,p92,p92,p92
147820,40060,1291900.0,p99,p99,p99
155298,19460,152603.0,p89,p89,p89
116047,12020,213750.0,p94,p94,p94
145147,14620,40625.0,p122,p122,p122
303890,11100,265053.0,p48,p48,p48
153282,18020,83779.0,p107,p107,p107
107853,22220,534904.0,p56,p56,p56
111503,27600,72977.0,p94,p94,p94
306655,25820,18546.0,p48,p48,p48
149323,45820,231969.0,p53,p53,p53
124449,45460,186367.0,p105,p105,p105
137713,26980,173105.0,p70,p70,p70
157189,39860,46340.0,p43,p43,p43
149423,22900,250368.0,p56,p56,p56
110116,19140,144724.0,p94,p94,p94
111571,46660,147292.0,p94,p94,p94
304850,23700,71367.0,p31,p31,p31
108704,38940,489297.0,p102,p102,p102
149596,30020,126415.0,p50,p50,p50
131654,36540,949442.0,p41,p41,p41
108700,33100,6166488.0,p102,p102,p102
117262,31680,33771.0,p85,p85,p85
305027,41860,4731803.0,p9,p9,p9
112269,48900,297533.0,p98,p98,p98
111061,26620,471824.0,p89,p89,p89
115845,12020,213750.0,p94,p94,p94
155296,19460,152603.0,p89,p89,p89
114303,26620,471824.0,p89,p89,p89
136443,25540,1204877.0,p132,p132,p132
114485,19460,152603.0,p89,p89,p89
131368,19780,699292.0,p70,p70,p70
121024,42740,42339.0,p54,p54,p54
122268,16980,9458539.0,p80,p80,p80
144562,22700,35904.0,p45,p45,p45
308538,38060,4948203.0,p28,p28,p28
131307,43620,268232.0,p38,p38,p38
120791,27180,178644.0,p92,p92,p92
117613,28140,2157990.0,p54,p54,p54
116601,12060,6020364.0,p94,p94,p94
159151,22700,35904.0,p45,p45,p45
110220,13820,1090435.0,p89,p89,p89
120743,45220,387227.0,p101,p101,p101
131824,18100,33470.0,p40,p40,p40
121656,30060,35723.0,p84,p84,p84
122269,16980,9458539.0,p80,p80,p80
109452,43700,64979.0,p93,p93,p93
117674,28140,2157990.0,p54,p54,p54
153879,30620,102351.0,p112,p112,p112
136003,39100,679158.0,p127,p127,p127
111530,12060,6020364.0,p94,p94,p94
153424,33860,373290.0,p90,p90,p90
148170,34980,1934317.0,p92,p92,p92
113527,33300,53347.0,p94,p94,p94
123368,29200,233002.0,p105,p105,p105
148570,46100,105216.0,p92,p92,p92
206363,36260,683864.0,p25,p25,p25
112228,27340,197938.0,p98,p98,p98
150200,37860,502629.0,p91,p91,p91
149452,27180,178644.0,p92,p92,p92
308614,29820,2266715.0,p13,p13,p13
149428,22900,250368.0,p56,p56,p56
200941,10540,129749.0,p5,p5,p5
154961,28940,869046.0,p92,p92,p92
201786,36260,683864.0,p25,p25,p25
147931,47260,1768901.0,p99,p99,p99
310188,20940,181215.0,p10,p10,p10
149807,29340,210409.0,p58,p58,p58
153283,18020,83779.0,p107,p107,p107
201017,35440,49962.0,p5,p5,p5
154853,40780,85413.0,p85,p85,p85
149477,18420,36953.0,p88,p88,p88
120592,42680,159923.0,p102,p102,p102
148529,16860,565194.0,p92,p92,p92
149370,41140,125223.0,p54,p54,p54
129409,22060,66972.0,p43,p43,p43
205186,16940,99500.0,p24,p24,p24
310398,34420,45844.0,p57,p57,p57
149425,22900,250368.0,p56,p56,p56
122479,44180,470300.0,p55,p55,p55
201589,36260,683864.0,p25,p25,p25
124256,18500,95379.0,p127,p127,p127
154110,18820,38338.0,p105,p105,p105
121060,17300,307820.0,p92,p92,p92
151671,15340,41494.0,p112,p112,p112
303280,31180,322257.0,p48,p48,p48
146105,27180,178644.0,p92,p92,p92
117113,28140,2157990.0,p54,p54,p54
107988,22900,250368.0,p56,p56,p56
117410,28140,2157990.0,p54,p54,p54
148082,24140,123131.0,p98,p98,p98
148143,18260,114272.0,p92,p92,p92
113057,35380,1270530.0,p58,p58,p58
121305,27620,151235.0,p72,p72,p72
114153,41820,61779.0,p98,p98,p98
149578,22220,534904.0,p56,p56,p56
110694,24740,43909.0,p87,p87,p87
153305,30900,37689.0,p105,p105,p105
148575,46100,105216.0,p92,p92,p92
147520,48700,113299.0,p122,p122,p122
200845,42660,3979845.0,p1,p1,p1
110410,42860,79546.0,p95,p95,p95
300136,32580,868707.0,p65,p65,p65
130506,44020,17258.0,p45,p45,p45
114121,22180,526719.0,p98,p98,p98
155121,47780,33351.0,p107,p107,p107
150615,38940,489297.0,p102,p102,p102
151247,36660,82124.0,p58,p58,p58
109968,46180,166126.0,p88,p88,p88
123855,39740,421164.0,p122,p122,p122
151541,29460,724777.0,p101,p101,p101
115460,39580,1390785.0,p98,p98,p98
146068,26090,118081.0,p103,p103,p103
201092,40700,110980.0,p6,p6,p6
154356,32820,1346045.0,p92,p92,p92
148112,34980,1934317.0,p92,p92,p92
201351,39220,20463.0,p25,p25,p25
147823,40060,1291900.0,p99,p99,p99
200836,14740,271473.0,p1,p1,p1
151462,36100,365579.0,p101,p101,p101
202249,22660,356899.0,p33,p33,p33
304115,49700,175639.0,p9,p9,p9
201804,36260,683864.0,p25,p25,p25
117597,14700,55928.0,p55,p55,p55
151980,27260,1559514.0,p101,p101,p101
201621,41620,1232696.0,p25,p25,p25
122480,44180,470300.0,p55,p55,p55
143100,26140,149657.0,p101,p101,p101
206405,36260,683864.0,p25,p25,p25
203773,24060,77828.0,p33,p33,p33
155637,37140,96272.0,p93,p93,p93
147824,40060,1291900.0,p99,p99,p99
200846,42660,3979845.0,p1,p1,p1
152510,42860,79546.0,p95,p95,p95
146453,38300,2317600.0,p115,p115,p115
112274,48900,297533.0,p98,p98,p98
151251,29180,489207.0,p58,p58,p58
151419,45300,3194831.0,p101,p101,p101
307273,10740,918018.0,p31,p31,p31
135434,12700,212990.0,p131,p131,p131
115952,10780,152037.0,p58,p58,p58
206419,36260,683864.0,p25,p25,p25
147356,40220,313222.0,p118,p118,p118
147822,40060,1291900.0,p99,p99,p99
154174,16740,2636883.0,p97,p97,p97
154427,22520,147970.0,p89,p89,p89
122723,33140,109888.0,p105,p105,p105
132282,35620_p126,6585382.235587343,p126,p126,p126
149580,22220,534904.0,p56,p56,p56
147047,47260,1768901.0,p99,p99,p99
147757,17420,124942.0,p92,p92,p92
140904,35620_p126,6585382.235587343,p126,p126,p126
117582,28140,2157990.0,p54,p54,p54
303340,12540,900202.0,p10,p10,p10
109563,18060,58595.0,p88,p88,p88
120499,37260,74521.0,p101,p101,p101
150068,27140,594806.0,p87,p87,p87
144052,40380,1069644.0,p127,p127,p127
147046,47260,1768901.0,p99,p99,p99
128955,33780,150500.0,p103,p103,p103
152835,17900,838433.0,p96,p96,p96
150051,35060,38158.0,p58,p58,p58
131745,36540,949442.0,p41,p41,p41
153529,20980,38682.0,p85,p85,p85
111505,12020,213750.0,p94,p94,p94
125408,15380,1127983.0,p127,p127,p127
148567,43180,49713.0,p92,p92,p92
202114,19740,2967239.0,p33,p33,p33
109570,18060,58595.0,p88,p88,p88
304718,12540,900202.0,p10,p10,p10
153356,16580,226033.0,p83,p83,p83
154844,11940,53794.0,p92,p92,p92
123737,10900,844052.0,p122,p122,p122
130504,44020,17258.0,p45,p45,p45
152389,17460,2048449.0,p111,p111,p111
117843,17860,208173.0,p72,p72,p72
112393,48900,297533.0,p98,p98,p98
149798,29340,210409.0,p58,p58,p58
155345,33860,373290.0,p90,p90,p90
114486,19460,152603.0,p89,p89,p89
134700,40420,336116.0,p80,p80,p80
117315,12900,55267.0,p85,p85,p85
112627,35380,1270530.0,p58,p58,p58
151993,15980,770577.0,p101,p101,p101
148583,46100,105216.0,p92,p92,p92
307083,36220,166223.0,p62,p62,p62
109804,25620,168849.0,p87,p87,p87
120585,11580,38001.0,p101,p101,p101
110064,19140,144724.0,p94,p94,p94
133183,32380,49831.0,p45,p45,p45
117539,17900,838433.0,p96,p96,p96
129188,35620_p127,2528791.459936988,p127,p127,p127
305804,41940,1990660.0,p9,p9,p9
148518,17420,124942.0,p92,p92,p92
131374,20220,97311.0,p70,p70,p70
111053,42460,51626.0,p89,p89,p89
145557,47620,39191.0,p122,p122,p122
131752,36540,949442.0,p41,p41,p41
136196,14660,94834.0,p43,p43,p43
148574,46100,105216.0,p92,p92,p92
146944,27780,130192.0,p122,p122,p122
111052,26620,471824.0,p89,p89,p89
140706,14460,4873019.0,p131,p131,p131
131937,30700,336374.0,p41,p41,p41
107666,12460,26404.0,p94,p94,p94
117235,42620,78753.0,p85,p85,p85
121300,47660,54062.0,p54,p54,p54
112533,25220,134758.0,p58,p58,p58
146242,19780,699292.0,p70,p70,p70
306021,30220,23021.0,p48,p48,p48
149147,21380,35843.0,p53,p53,p53
304444,40140,4650631.0,p10,p10,p10
130010,30460,517056.0,p109,p109,p109
161185,40220,313222.0,p118,p118,p118
131650,36540,949442.0,p41,p41,p41
117828,17900,838433.0,p96,p96,p96
145778,24340,1077370.0,p103,p103,p103
147881,40060,1291900.0,p99,p99,p99
133182,32380,49831.0,p45,p45,p45
143983,10900,844052.0,p122,p122,p122
116566,12060,6020364.0,p94,p94,p94
117197,27900,179564.0,p55,p55,p55
120838,34980,1934317.0,p92,p92,p92
132377,35620_p126,6585382.235587343,p126,p126,p126
150246,35380,1270530.0,p58,p58,p58
153425,26620,471824.0,p89,p89,p89
119088,34780,67997.0,p51,p51,p51
131663,36540,949442.0,p41,p41,p41
158823,29100,136616.0,p46,p46,p46
144526,33340,1575179.0,p79,p79,p79
148545,28940,869046.0,p92,p92,p92
153864,15940,397520.0,p111,p111,p111
116604,12060,6020364.0,p94,p94,p94
300114,39820,180080.0,p9,p9,p9
114488,19460,152603.0,p89,p89,p89
301170,41860,4731803.0,p9,p9,p9
125496,43700,64979.0,p93,p93,p93
301492,40900,2363730.0,p9,p9,p9
150242,35380,1270530.0,p58,p58,p58
304173,45500,148761.0,p57,p57,p57
303449,p29,10000.0,p29,p29,p29
148892,23780,40305.0,p52,p52,p52
200394,14740,271473.0,p1,p1,p1
107800,22900,250368.0,p56,p56,p56
152324,15940,397520.0,p111,p111,p111
147329,40220,313222.0,p118,p118,p118
115673,11940,53794.0,p92,p92,p92
147784,27740,203649.0,p92,p92,p92
152643,25980,80994.0,p94,p94,p94
121226,22500,204911.0,p96,p96,p96
153205,15980,770577.0,p101,p101,p101
306012,31080,13214799.0,p10,p10,p10
153350,19340,379172.0,p81,p81,p81
307365,32900,277680.0,p9,p9,p9
118852,38260,38818.0,p53,p53,p53
120848,32820,1346045.0,p92,p92,p92
120975,25300,38839.0,p71,p71,p71
116564,12060,6020364.0,p94,p94,p94
310213,11980,82737.0,p63,p63,p63
136386,49340,947404.0,p131,p131,p131
150974,33100,6166488.0,p102,p102,p102
120794,20540,37159.0,p92,p92,p92
117229,40780,85413.0,p85,p85,p85
108644,33100,6166488.0,p102,p102,p102
149220,21420,61056.0,p50,p50,p50
148568,32660,41277.0,p92,p92,p92
148471,35100,124284.0,p98,p98,p98
114305,26620,471824.0,p89,p89,p89
111724,13820,1090435.0,p89,p89,p89
117587,44180,470300.0,p55,p55,p55
202801,19740,2967239.0,p33,p33,p33
135877,10580,880381.0,p127,p127,p127
304073,31080,13214799.0,p10,p10,p10
309343,29820,2266715.0,p13,p13,p13
131979,20740,169304.0,p46,p46,p46
120225,36740,2608147.0,p101,p101,p101
111947,40580,145770.0,p98,p98,p98
150938,33100,6166488.0,p102,p102,p102
132956,35620_p126,6585382.235587343,p126,p126,p126
300342,19100,7573136.0,p63,p63,p63
151750,42340,393353.0,p94,p94,p94
117586,44180,470300.0,p55,p55,p55
133726,18180,151391.0,p130,p130,p130
140707,14460,4873019.0,p131,p131,p131
130759,47940,168522.0,p69,p69,p69
151078,45300,3194831.0,p101,p101,p101
153082,27530,63521.0,p89,p89,p89
200465,48300,120629.0,p4,p4,p4
200466,48300,120629.0,p4,p4,p4
300336,40900,2363730.0,p9,p9,p9
200600,44060,568521.0,p3,p3,p3
205021,14260,749202.0,p15,p15,p15
151784,49660,536081.0,p111,p111,p111
115492,12940,854884.0,p58,p58,p58
152860,35900,68412.0,p97,p97,p97
310527,31080,13214799.0,p10,p10,p10
148013,28940,869046.0,p92,p92,p92
304781,38060,4948203.0,p28,p28,p28
117211,20980,38682.0,p85,p85,p85
152164,34980,1934317.0,p92,p92,p92
137054,31700,417025.0,p130,p130,p130
151521,29460,724777.0,p101,p101,p101
112699,24140,123131.0,p98,p98,p98
129866,27500,163354.0,p78,p78,p78
131949,30700,336374.0,p41,p41,p41
113991,22180,526719.0,p98,p98,p98
155155,34980,1934317.0,p92,p92,p92
115410,32820,1346045.0,p92,p92,p92
110115,19140,144724.0,p94,p94,p94
303647,40740,64615.0,p47,p47,p47
109245,13820,1090435.0,p89,p89,p89
117725,17860,208173.0,p72,p72,p72
133687,14460,4873019.0,p131,p131,p131
109915,19140,144724.0,p94,p94,p94
139277,35620_p127,2528791.459936988,p127,p127,p127
300998,12420,2227083.0,p64,p64,p64
137708,19780,699292.0,p70,p70,p70
302308,40900,2363730.0,p9,p9,p9
109499,30940,148123.0,p109,p109,p109
137055,31700,417025.0,p130,p130,p130
147387,44420,123120.0,p99,p99,p99
148021,28940,869046.0,p92,p92,p92
136242,14460,4873019.0,p131,p131,p131
123540,47620,39191.0,p122,p122,p122
117797,17860,208173.0,p72,p72,p72
130486,43580,144701.0,p45,p45,p45
122004,19340,379172.0,p81,p81,p81
304808,28660,460303.0,p63,p63,p63
150217,35380,1270530.0,p58,p58,p58
150206,33660,429536.0,p90,p90,p90
146107,21500,269728.0,p122,p122,p122
120596,38940,489297.0,p102,p102,p102
152869,38580,56414.0,p112,p112,p112
152307,15940,397520.0,p111,p111,p111
143616,35620_p126,6585382.235587343,p126,p126,p126
153257,34700,42664.0,p70,p70,p70
123676,42540,553885.0,p122,p122,p122
157848,32940,99408.0,p87,p87,p87
144003,37980,6102434.0,p122,p122,p122
122787,38740,55766.0,p84,p84,p84
154349,32820,1346045.0,p92,p92,p92
153566,27140,594806.0,p87,p87,p87
144033,37980,6102434.0,p122,p122,p122
112453,29340,210409.0,p58,p58,p58
146542,39740,421164.0,p122,p122,p122
203756,15860,47839.0,p34,p34,p34
150487,35840,836995.0,p101,p101,p101
149122,22100,67215.0,p72,p72,p72
139753,31700,417025.0,p130,p130,p130
302147,11100,265053.0,p48,p48,p48
149774,10780,152037.0,p58,p58,p58
111054,42460,51626.0,p89,p89,p89
111506,12020,213750.0,p94,p94,p94
150193,37860,502629.0,p91,p91,p91
112175,47580,185409.0,p94,p94,p94
149677,22900,250368.0,p56,p56,p56
132955,35620_p126,6585382.235587343,p126,p126,p126
132159,16300,273032.0,p70,p70,p70
150516,12140,43475.0,p105,p105,p105
153358,19180,75758.0,p83,p83,p83
306805,40900,2363730.0,p9,p9,p9
302342,11100,265053.0,p48,p48,p48
116379,10780,152037.0,p58,p58,p58
123429,37980,6102434.0,p122,p122,p122
113528,33300,53347.0,p94,p94,p94
150841,27260,1559514.0,p101,p101,p101
109443,40080,107093.0,p109,p109,p109
117434,28140,2157990.0,p54,p54,p54
116602,12060,6020364.0,p94,p94,p94
149319,41460,59928.0,p53,p53,p53
116380,28940,869046.0,p92,p92,p92
121680,22220,534904.0,p56,p56,p56
120971,16700,802122.0,p96,p96,p96
111441,35100,124284.0,p98,p98,p98
137702,19780,699292.0,p70,p70,p70
304978,29820,2266715.0,p13,p13,p13
120814,32820,1346045.0,p92,p92,p92
131907,30700,336374.0,p41,p41,p41
140749,44140,697382.0,p131,p131,p131
111037,22520,147970.0,p89,p89,p89
149591,22220,534904.0,p56,p56,p56
143548,33460,3640043.0,p43,p43,p43
300151,41740,3338330.0,p11,p11,p11
133791,20540,37159.0,p92,p92,p92
120998,16700,802122.0,p96,p96,p96
149085,26740,61998.0,p53,p53,p53
147319,14540,179240.0,p93,p93,p93
124285,36980,119440.0,p108,p108,p108
150622,33100,6166488.0,p102,p102,p102
109579,42460,51626.0,p89,p89,p89
150247,35380,1270530.0,p58,p58,p58
200418,16500,80707.0,p2,p2,p2
143611,20700,170271.0,p122,p122,p122
149522,37060,54019.0,p88,p88,p88
124442,45460,186367.0,p105,p105,p105
137709,19780,699292.0,p70,p70,p70
200464,48300,120629.0,p4,p4,p4
117514,27900,179564.0,p55,p55,p55
131622,34700,42664.0,p70,p70,p70
136679,12620,152148.0,p134,p134,p134
154109,29200,233002.0,p105,p105,p105
117468,28140,2157990.0,p54,p54,p54
107907,22220,534904.0,p56,p56,p56
202200,17820,745791.0,p34,p34,p34
111931,40580,145770.0,p98,p98,p98
201983,36260,683864.0,p25,p25,p25
144505,16980,9458539.0,p80,p80,p80
115246,39580,1390785.0,p98,p98,p98
152479,42820,37196.0,p90,p90,p90
150203,33660,429536.0,p90,p90,p90
129404,10660,30281.0,p68,p68,p68
120968,16700,802122.0,p96,p96,p96
161261,36460,76117.0,p127,p127,p127
109914,19140,144724.0,p94,p94,p94
202739,17820,745791.0,p34,p34,p34
117581,44180,470300.0,p55,p55,p55
109540,32940,99408.0,p87,p87,p87
120742,45220,387227.0,p101,p101,p101
113436,17980,321048.0,p94,p94,p94
122346,16060,135764.0,p81,p81,p81
152507,19000,58209.0,p97,p97,p97
109259,45180,79978.0,p90,p90,p90
107781,30780,742384.0,p85,p85,p85
147286,17300,307820.0,p92,p92,p92
144051,37980,6102434.0,p122,p122,p122
202798,19740,2967239.0,p33,p33,p33
147932,47260,1768901.0,p99,p99,p99
128057,45460,186367.0,p105,p105,p105
303169,31080,13214799.0,p10,p10,p10
155188,34980,1934317.0,p92,p92,p92
117578,44180,470300.0,p55,p55,p55
149475,18420,36953.0,p88,p88,p88
149945,19460,152603.0,p89,p89,p89
203839,19740,2967239.0,p33,p33,p33
147760,17420,124942.0,p92,p92,p92
136470,35300,854757.0,p132,p132,p132
121681,22220,534904.0,p56,p56,p56
115457,39580,1390785.0,p98,p98,p98
115286,27740,203649.0,p92,p92,p92
200978,30300,62990.0,p14,p14,p14
131645,36540,949442.0,p41,p41,p41
148026,42940,98250.0,p92,p92,p92
201010,38900,2492412.0,p5,p5,p5
119986,45820,231969.0,p53,p53,p53
121549,16820,218615.0,p99,p99,p99
115168,39580,1390785.0,p98,p98,p98
155032,21060,153928.0,p109,p109,p109
302851,19100,7573136.0,p63,p63,p63
117492,28140,2157990.0,p54,p54,p54
123908,16420,30622.0,p108,p108,p108
310258,41940,1990660.0,p9,p9,p9
204692,26820,151530.0,p16,p16,p16
128894,19820,4319629.0,p103,p103,p103
153863,15940,397520.0,p111,p111,p111
147761,17420,124942.0,p92,p92,p92
109272,13820,1090435.0,p89,p89,p89
115451,39580,1390785.0,p98,p98,p98
124077,14540,179240.0,p93,p93,p93
111236,23580,204441.0,p94,p94,p94
112472,29180,489207.0,p58,p58,p58
137663,19780,699292.0,p70,p70,p70
149410,34780,67997.0,p51,p51,p51
152766,45300,3194831.0,p101,p101,p101
153383,12060,6020364.0,p94,p94,p94
148965,38620,43538.0,p50,p50,p50
201115,38900,2492412.0,p5,p5,p5
153302,29020,82544.0,p105,p105,p105
306897,40100,64633.0,p65,p65,p65
309505,38060,4948203.0,p28,p28,p28
147783,27740,203649.0,p92,p92,p92
149314,45820,231969.0,p53,p53,p53
144525,39540,196311.0,p79,p79,p79
111093,18980,83768.0,p89,p89,p89
148107,42940,98250.0,p92,p92,p92
302257,39820,180080.0,p9,p9,p9
111549,12060,6020364.0,p94,p94,p94
200722,42660,3979845.0,p1,p1,p1
200548,28420,299612.0,p3,p3,p3
137704,19780,699292.0,p70,p70,p70
111529,12060,6020364.0,p94,p94,p94
143615,35620_p126,6585382.235587343,p126,p126,p126
122596,22800,58162.0,p81,p81,p81
139719,41060,201964.0,p43,p43,p43
306963,37100,846006.0,p10,p10,p10
115111,47260,1768901.0,p99,p99,p99
147833,40060,1291900.0,p99,p99,p99
115497,47260,1768901.0,p99,p99,p99
122734,43780,323613.0,p105,p105,p105
201795,38900,2492412.0,p5,p5,p5
309614,11100,265053.0,p48,p48,p48
132156,19780,699292.0,p70,p70,p70
121790,27900,179564.0,p55,p55,p55
117306,22220,534904.0,p56,p56,p56
150484,45300,3194831.0,p101,p101,p101
205061,14260,749202.0,p15,p15,p15
109935,25620,168849.0,p87,p87,p87
114540,20500,644367.0,p98,p98,p98
116210,29340,210409.0,p58,p58,p58
127498,37980,6102434.0,p122,p122,p122
140759,49340,947404.0,p131,p131,p131
159736,37900,400561.0,p82,p82,p82
108173,37460,174705.0,p91,p91,p91
148017,42940,98250.0,p92,p92,p92
117615,14700,55928.0,p55,p55,p55
129486,39540,196311.0,p79,p79,p79
201101,28060,103806.0,p17,p17,p17
151932,33100,6166488.0,p102,p102,p102
122646,23060,413263.0,p105,p105,p105
162533,49660,536081.0,p111,p111,p111
123293,15680,113510.0,p123,p123,p123
132680,33500,75713.0,p37,p37,p37
155191,13820,1090435.0,p89,p89,p89
123423,37980,6102434.0,p122,p122,p122
144655,11460,367601.0,p103,p103,p103
120521,27260,1559514.0,p101,p101,p101
121113,16700,802122.0,p96,p96,p96
130587,47940,168522.0,p69,p69,p69
147665,25500,134964.0,p99,p99,p99
150218,35380,1270530.0,p58,p58,p58
137710,19780,699292.0,p70,p70,p70
122855,37140,96272.0,p93,p93,p93
202158,16940,99500.0,p24,p24,p24
132146,19780,699292.0,p70,p70,p70
203143,32780,220944.0,p6,p6,p6
131734,30700,336374.0,p41,p41,p41
120597,38940,489297.0,p102,p102,p102
134708,43020,45455.0,p76,p76,p76
121061,17300,307820.0,p92,p92,p92
148647,19780,699292.0,p70,p70,p70
120681,37860,502629.0,p91,p91,p91
202244,39660,142107.0,p32,p32,p32
146238,19780,699292.0,p70,p70,p70
114541,20500,644367.0,p98,p98,p98
120314,29460,724777.0,p101,p101,p101
202106,19740,2967239.0,p33,p33,p33
150490,35840,836995.0,p101,p101,p101
113601,18140,2122271.0,p112,p112,p112
149371,28140,2157990.0,p54,p54,p54
112163,47580,185409.0,p94,p94,p94
151984,15980,770577.0,p101,p101,p101
205030,26820,151530.0,p16,p16,p16
136519,39100,679158.0,p127,p127,p127
155459,17420,124942.0,p92,p92,p92
157879,38940,489297.0,p102,p102,p102
107759,30780,742384.0,p85,p85,p85
155176,34980,1934317.0,p92,p92,p92
152778,45300,3194831.0,p101,p101,p101
203135,24300,154210.0,p33,p33,p33
110222,18980,83768.0,p89,p89,p89
140872,35620_p126,6585382.235587343,p126,p126,p126
149375,28140,2157990.0,p54,p54,p54
148863,46140,998626.0,p51,p51,p51
136520,39100,679158.0,p127,p127,p127
131744,36540,949442.0,p41,p41,p41
115401,32820,1346045.0,p92,p92,p92
309695,48660,151254.0,p63,p63,p63
114550,19460,152603.0,p89,p89,p89
131367,19780,699292.0,p70,p70,p70
147446,44420,123120.0,p99,p99,p99
117817,22780,52607.0,p73,p73,p73
120416,45300,3194831.0,p101,p101,p101
306662,39900,475642.0,p12,p12,p12
150245,35380,1270530.0,p58,p58,p58
147493,39060,141359.0,p122,p122,p122
157555,48900,297533.0,p98,p98,p98
137060,31700,417025.0,p130,p130,p130
123385,27780,130192.0,p122,p122,p122
117276,22900,250368.0,p56,p56,p56
110223,18980,83768.0,p89,p89,p89
300107,21340,844124.0,p59,p59,p59
132744,31700,417025.0,p130,p130,p130
117111,28140,2157990.0,p54,p54,p54
144048,37980,6102434.0,p122,p122,p122
114307,19460,152603.0,p89,p89,p89
109262,13820,1090435.0,p89,p89,p89
206549,41100,177556.0,p25,p25,p25
125440,45060,648593.0,p127,p127,p127
132692,36540,949442.0,p41,p41,p41
161501,34700,42664.0,p70,p70,p70
132639,19780,699292.0,p70,p70,p70
133199,35620_p126,6585382.235587343,p126,p126,p126
306033,40940,38837.0,p28,p28,p28
127510,29460,724777.0,p101,p101,p101
107782,30780,742384.0,p85,p85,p85
148645,26980,173105.0,p70,p70,p70
150759,36740,2608147.0,p101,p101,p101
154290,11700,462680.0,p97,p97,p97
108643,33100,6166488.0,p102,p102,p102
114173,35380,1270530.0,p58,p58,p58
156611,16860,565194.0,p92,p92,p92
130487,43580,144701.0,p45,p45,p45
156664,12060,6020364.0,p94,p94,p94
150235,35380,1270530.0,p58,p58,p58
148948,46140,998626.0,p51,p51,p51
149878,12940,854884.0,p58,p58,p58
114155,41820,61779.0,p98,p98,p98
131738,36540,949442.0,p41,p41,p41
144029,37980,6102434.0,p122,p122,p122
147098,47260,1768901.0,p99,p99,p99
129085,39100,679158.0,p127,p127,p127
153259,27620,151235.0,p72,p72,p72
144053,40380,1069644.0,p127,p127,p127
304114,11100,265053.0,p48,p48,p48
153516,13820,1090435.0,p89,p89,p89
117392,28140,2157990.0,p54,p54,p54
150249,35380,1270530.0,p58,p58,p58
203699,22660,356899.0,p33,p33,p33
309069,46340,232751.0,p63,p63,p63
111442,35100,124284.0,p98,p98,p98
115406,32820,1346045.0,p92,p92,p92
107913,22220,534904.0,p56,p56,p56
148016,34100,142749.0,p92,p92,p92
301595,46060,1047279.0,p30,p30,p30
148092,18260,114272.0,p92,p92,p92
125381,29460,724777.0,p101,p101,p101
116181,12060,6020364.0,p94,p94,p94
304439,37100,846006.0,p10,p10,p10
151554,29460,724777.0,p101,p101,p101
130484,43580,144701.0,p45,p45,p45
120855,17900,838433.0,p96,p96,p96
107912,22220,534904.0,p56,p56,p56
107914,22220,534904.0,p56,p56,p56
108468,35840,836995.0,p101,p101,p101
143939,45940,367430.0,p126,p126,p126
300502,24180,61643.0,p63,p63,p63
306290,19100,7573136.0,p63,p63,p63
147756,17420,124942.0,p92,p92,p92
305088,29820,2266715.0,p13,p13,p13
153019,20020,149358.0,p90,p90,p90
151543,29460,724777.0,p101,p101,p101
300447,40940,38837.0,p28,p28,p28
302801,33700,550660.0,p9,p9,p9
307497,10740,918018.0,p31,p31,p31
121545,16820,218615.0,p99,p99,p99
117827,17900,838433.0,p96,p96,p96
309937,46340,232751.0,p63,p63,p63
113629,18140,2122271.0,p112,p112,p112
301639,19100,7573136.0,p63,p63,p63
304404,40900,2363730.0,p9,p9,p9
304498,13140,392563.0,p66,p66,p66
202265,19740,2967239.0,p33,p33,p33
130807,19780,699292.0,p70,p70,p70
302035,40140,4650631.0,p10,p10,p10
203780,20780,55127.0,p33,p33,p33
122697,14700,55928.0,p55,p55,p55
151109,23540,329128.0,p101,p101,p101
304274,29820,2266715.0,p13,p13,p13
309424,28660,460303.0,p63,p63,p63
115182,39580,1390785.0,p98,p98,p98
151537,29460,724777.0,p101,p101,p101
150048,43340,394706.0,p58,p58,p58
115517,47260,1768901.0,p99,p99,p99
301163,24180,61643.0,p63,p63,p63
136730,30340,108277.0,p134,p134,p134
156971,32940,99408.0,p87,p87,p87
120308,45300,3194831.0,p101,p101,p101
115619,32820,1346045.0,p92,p92,p92
202640,26820,151530.0,p16,p16,p16
114635,16740,2636883.0,p97,p97,p97
120130,33100,6166488.0,p102,p102,p102
148154,34980,1934317.0,p92,p92,p92
115248,39580,1390785.0,p98,p98,p98
148643,19780,699292.0,p70,p70,p70
150221,25220,134758.0,p58,p58,p58
151304,37340,601942.0,p102,p102,p102
110124,27140,594806.0,p87,p87,p87
112385,48900,297533.0,p98,p98,p98
206702,36260,683864.0,p25,p25,p25
148701,45540,132420.0,p101,p101,p101
203702,22660,356899.0,p33,p33,p33
114484,19460,152603.0,p89,p89,p89
124337,10580,880381.0,p127,p127,p127
206688,36260,683864.0,p25,p25,p25
307773,40900,2363730.0,p9,p9,p9
112473,29180,489207.0,p58,p58,p58
146241,19780,699292.0,p70,p70,p70
306832,13140,392563.0,p66,p66,p66
147516,25420,577941.0,p122,p122,p122
121596,34820,496901.0,p96,p96,p96
201787,36260,683864.0,p25,p25,p25
200419,16500,80707.0,p2,p2,p2
147838,40060,1291900.0,p99,p99,p99
131661,36540,949442.0,p41,p41,p41
